Time, Voltage, Current, Resistance, Torque, Speed, Temperature, Vibration, Load, Bearing Health, Insulation Health, Component Failure
0.4779131, 45.99271, 4.77913, 20, 99.52209, 47.79131, 25.47773, 1.459879, 523.6689, 0.9999521, 1, Works
0.4829524, 46.43959, 4.829524, 20, 99.51704, 48.29523, 25.48277, 1.464348, 523.9136, 0.9999517, 1, Works
0.4869547, 46.79368, 4.869547, 20, 99.51305, 48.69548, 25.48676, 1.467888, 524.1079, 0.9999512, 1, Works
0.4939942, 47.41463, 4.939942, 20, 99.506, 49.39942, 25.49379, 1.474097, 524.4493, 0.9999505, 1, Works
0.4986856, 47.82717, 4.986856, 20, 99.50131, 49.86856, 25.49848, 1.478222, 524.6767, 0.9999501, 1, Works
0.5039641, 48.29006, 5.039641, 20, 99.49603, 50.39641, 25.50375, 1.48285, 524.9324, 0.9999495, 1, Works
0.5097366, 48.79473, 5.097366, 20, 99.49026, 50.97366, 25.50952, 1.487896, 525.2118, 0.9999489, 1, Works
0.515045, 49.2574, 5.15045, 20, 99.48495, 51.5045, 25.51482, 1.492522, 525.4686, 0.9999484, 1, Works
0.521992, 49.86078, 5.21992, 20, 99.478, 52.1992, 25.52176, 1.498555, 525.8043, 0.9999477, 1, Works
0.5244461, 50.07336, 5.244461, 20, 99.47556, 52.44461, 25.52421, 1.500681, 525.9229, 0.9999474, 1, Works
0.5306032, 50.60537, 5.306032, 20, 99.4694, 53.06032, 25.53035, 1.506001, 526.22, 0.9999468, 1, Works
0.5354504, 51.02285, 5.354504, 20, 99.46455, 53.54504, 25.53519, 1.510175, 526.4539, 0.9999464, 1, Works
0.5411742, 51.51427, 5.411742, 20, 99.45882, 54.11742, 25.54091, 1.515089, 526.7297, 0.9999458, 1, Works
0.5469119, 52.00521, 5.469119, 20, 99.45309, 54.69119, 25.54664, 1.519997, 527.006, 0.9999452, 1, Works
0.551756, 52.41835, 5.51756, 20, 99.44824, 55.1756, 25.55148, 1.524128, 527.2392, 0.9999447, 1, Works
0.5585379, 52.99469, 5.585379, 20, 99.44146, 55.85379, 25.55825, 1.529891, 527.5653, 0.999944, 1, Works
0.5635524, 53.41926, 5.635524, 20, 99.43645, 56.35524, 25.56325, 1.534136, 527.8062, 0.9999436, 1, Works
0.5684458, 53.83229, 5.684458, 20, 99.43156, 56.84458, 25.56814, 1.538266, 528.0411, 0.9999431, 1, Works
0.5744097, 54.33393, 5.744097, 20, 99.42559, 57.44097, 25.57409, 1.543282, 528.3273, 0.9999425, 1, Works
0.5807002, 54.86095, 5.807002, 20, 99.4193, 58.07002, 25.58037, 1.548551, 528.6288, 0.9999418, 1, Works
0.5832075, 55.07041, 5.832076, 20, 99.41679, 58.32076, 25.58288, 1.550646, 528.7488, 0.9999416, 1, Works
0.5858275, 55.28891, 5.858274, 20, 99.41417, 58.58275, 25.58549, 1.55283, 528.8743, 0.9999413, 1, Works
0.588352, 55.49908, 5.88352, 20, 99.41165, 58.8352, 25.58801, 1.554932, 528.9951, 0.9999411, 1, Works
0.5912052, 55.73621, 5.912052, 20, 99.4088, 59.12053, 25.59086, 1.557303, 529.1317, 0.9999408, 1, Works
0.5935971, 55.93464, 5.935971, 20, 99.4064, 59.35971, 25.59325, 1.559287, 529.246, 0.9999406, 1, Works
0.5964299, 56.16924, 5.964299, 20, 99.40357, 59.64299, 25.59608, 1.561633, 529.3815, 0.9999403, 1, Works
0.59908, 56.38829, 5.9908, 20, 99.40092, 59.908, 25.59872, 1.563823, 529.5081, 0.99994, 1, Works
0.6027322, 56.68954, 6.027322, 20, 99.39727, 60.27322, 25.60237, 1.566835, 529.6825, 0.9999397, 1, Works
0.6055009, 56.9174, 6.055009, 20, 99.3945, 60.55009, 25.60513, 1.569113, 529.8147, 0.9999394, 1, Works
0.6079394, 57.11773, 6.079393, 20, 99.39206, 60.79394, 25.60756, 1.571116, 529.931, 0.9999391, 1, Works
0.6106963, 57.3438, 6.106963, 20, 99.38931, 61.06963, 25.61032, 1.573377, 530.0625, 0.9999388, 1, Works
0.6137633, 57.5948, 6.137633, 20, 99.38624, 61.37634, 25.61338, 1.575886, 530.2087, 0.9999385, 1, Works
0.6166173, 57.82788, 6.166173, 20, 99.38338, 61.66173, 25.61623, 1.578217, 530.3447, 0.9999382, 1, Works
0.6198919, 58.09472, 6.198919, 20, 99.38011, 61.98919, 25.6195, 1.580885, 530.5007, 0.999938, 1, Works
0.6223546, 58.29499, 6.223546, 20, 99.37765, 62.23546, 25.62195, 1.582888, 530.618, 0.9999377, 1, Works
0.6250344, 58.51252, 6.250344, 20, 99.37496, 62.50344, 25.62463, 1.585063, 530.7455, 0.9999375, 1, Works
0.6277672, 58.73391, 6.277672, 20, 99.37223, 62.77672, 25.62736, 1.587276, 530.8755, 0.9999372, 1, Works
0.6310891, 59.00244, 6.310891, 20, 99.36891, 63.10891, 25.63067, 1.589961, 531.0334, 0.9999368, 1, Works
0.6340612, 59.24215, 6.340612, 20, 99.36594, 63.40612, 25.63364, 1.592358, 531.1747, 0.9999365, 1, Works
0.6373627, 59.5078, 6.373627, 20, 99.36264, 63.73627, 25.63693, 1.595014, 531.3315, 0.9999362, 1, Works
0.6396741, 59.6934, 6.396741, 20, 99.36033, 63.96741, 25.63924, 1.59687, 531.4412, 0.9999359, 1, Works
0.6427605, 59.94073, 6.427605, 20, 99.35724, 64.27605, 25.64232, 1.599343, 531.5876, 0.9999356, 1, Works
0.6456158, 60.16904, 6.456158, 20, 99.35439, 64.56158, 25.64517, 1.601626, 531.7231, 0.9999353, 1, Works
0.6486089, 60.40784, 6.486089, 20, 99.35139, 64.86089, 25.64815, 1.604013, 531.8649, 0.999935, 1, Works
0.65163, 60.64832, 6.5163, 20, 99.34837, 65.163, 25.65117, 1.606418, 532.0081, 0.9999347, 1, Works
0.6545512, 60.88033, 6.545512, 20, 99.34545, 65.45512, 25.65408, 1.608738, 532.1464, 0.9999344, 1, Works
0.6569479, 61.07029, 6.569479, 20, 99.34306, 65.69479, 25.65648, 1.610637, 532.2599, 0.9999342, 1, Works
0.6597725, 61.29372, 6.597725, 20, 99.34023, 65.97725, 25.65929, 1.612871, 532.3936, 0.9999339, 1, Works
0.6627523, 61.52888, 6.627523, 20, 99.33725, 66.27523, 25.66227, 1.615222, 532.5345, 0.9999336, 1, Works
0.666532, 61.8264, 6.66532, 20, 99.33347, 66.65321, 25.66604, 1.618197, 532.7131, 0.9999332, 1, Works
0.6694223, 62.05331, 6.694222, 20, 99.33057, 66.94223, 25.66892, 1.620466, 532.8496, 0.9999329, 1, Works
0.6717701, 62.23724, 6.717701, 20, 99.32823, 67.17701, 25.67126, 1.622305, 532.9605, 0.9999327, 1, Works
0.6745083, 62.45133, 6.745083, 20, 99.32549, 67.45083, 25.674, 1.624446, 533.0897, 0.9999324, 1, Works
0.6768664, 62.63533, 6.768663, 20, 99.32314, 67.68664, 25.67635, 1.626286, 533.2009, 0.9999322, 1, Works
0.6795642, 62.84541, 6.795642, 20, 99.32043, 67.95642, 25.67904, 1.628386, 533.3282, 0.9999319, 1, Works
0.6825302, 63.07584, 6.825302, 20, 99.31747, 68.25301, 25.682, 1.63069, 533.468, 0.9999316, 1, Works
0.6855699, 63.31142, 6.855699, 20, 99.31443, 68.55699, 25.68503, 1.633045, 533.6111, 0.9999313, 1, Works
0.6888055, 63.56155, 6.888055, 20, 99.3112, 68.88055, 25.68826, 1.635546, 533.7634, 0.999931, 1, Works
0.6914526, 63.76568, 6.914526, 20, 99.30855, 69.14526, 25.6909, 1.637588, 533.888, 0.9999307, 1, Works
0.694468, 63.99767, 6.94468, 20, 99.30553, 69.44679, 25.69391, 1.639907, 534.0298, 0.9999304, 1, Works
0.6979693, 64.26632, 6.979692, 20, 99.30203, 69.79693, 25.6974, 1.642593, 534.1944, 0.9999301, 1, Works
0.7007155, 64.47648, 7.007155, 20, 99.29929, 70.07155, 25.70014, 1.644695, 534.3234, 0.9999298, 1, Works
0.703649, 64.70043, 7.03649, 20, 99.29635, 70.3649, 25.70307, 1.646934, 534.4611, 0.9999295, 1, Works
0.7071231, 64.96494, 7.071231, 20, 99.29288, 70.71231, 25.70653, 1.649578, 534.6241, 0.9999291, 1, Works
0.7097558, 65.16486, 7.097558, 20, 99.29025, 70.97558, 25.70916, 1.651577, 534.7476, 0.9999289, 1, Works
0.7137958, 65.47076, 7.137958, 20, 99.2862, 71.37958, 25.71319, 1.654636, 534.937, 0.9999285, 1, Works
0.717012, 65.71353, 7.17012, 20, 99.28299, 71.7012, 25.7164, 1.657063, 535.0876, 0.9999282, 1, Works
0.7199601, 65.93547, 7.199601, 20, 99.28004, 71.99601, 25.71934, 1.659283, 535.2255, 0.9999279, 1, Works
0.7227656, 66.14613, 7.227655, 20, 99.27724, 72.27656, 25.72214, 1.661389, 535.3568, 0.9999276, 1, Works
0.7258371, 66.37617, 7.25837, 20, 99.27416, 72.5837, 25.7252, 1.663689, 535.5004, 0.9999273, 1, Works
0.7293409, 66.63783, 7.293408, 20, 99.27066, 72.93408, 25.72869, 1.666305, 535.6641, 0.9999269, 1, Works
0.7328107, 66.89615, 7.328107, 20, 99.26719, 73.28107, 25.73215, 1.668888, 535.8262, 0.9999266, 1, Works
0.7356234, 67.10495, 7.356234, 20, 99.26437, 73.56234, 25.73496, 1.670976, 535.9575, 0.9999263, 1, Works
0.7381897, 67.295, 7.381897, 20, 99.26181, 73.81897, 25.73752, 1.672876, 536.0771, 0.999926, 1, Works
0.7408482, 67.4914, 7.408482, 20, 99.25916, 74.08482, 25.74017, 1.67484, 536.201, 0.9999258, 1, Works
0.743848, 67.71245, 7.438479, 20, 99.25615, 74.3848, 25.74316, 1.67705, 536.3409, 0.9999255, 1, Works
0.7466373, 67.91744, 7.466373, 20, 99.25336, 74.66373, 25.74594, 1.6791, 536.4708, 0.9999252, 1, Works
0.7493325, 68.11502, 7.493325, 20, 99.25066, 74.93325, 25.74863, 1.681075, 536.5962, 0.9999249, 1, Works
0.7522837, 68.3308, 7.522837, 20, 99.24772, 75.22837, 25.75157, 1.683233, 536.7335, 0.9999246, 1, Works
0.7548581, 68.51853, 7.548581, 20, 99.24514, 75.48581, 25.75414, 1.68511, 536.8531, 0.9999244, 1, Works
0.7574654, 68.70821, 7.574654, 20, 99.24254, 75.74654, 25.75674, 1.687006, 536.9743, 0.9999241, 1, Works
0.7602103, 68.90739, 7.602103, 20, 99.23979, 76.02103, 25.75948, 1.688998, 537.1018, 0.9999238, 1, Works
0.7635418, 69.14843, 7.635417, 20, 99.23646, 76.35418, 25.7628, 1.691408, 537.2565, 0.9999235, 1, Works
0.7658724, 69.3166, 7.658724, 20, 99.23413, 76.58723, 25.76512, 1.693089, 537.3646, 0.9999232, 1, Works
0.7688679, 69.5322, 7.688679, 20, 99.23113, 76.88679, 25.76811, 1.695245, 537.5034, 0.9999229, 1, Works
0.7722595, 69.77556, 7.722595, 20, 99.22774, 77.22595, 25.77149, 1.697678, 537.6606, 0.9999226, 1, Works
0.7750657, 69.9763, 7.750657, 20, 99.22494, 77.50657, 25.77429, 1.699685, 537.7905, 0.9999223, 1, Works
0.7777766, 70.16971, 7.777766, 20, 99.22222, 77.77766, 25.77699, 1.701619, 537.916, 0.999922, 1, Works
0.7809816, 70.39769, 7.809816, 20, 99.21902, 78.09816, 25.78019, 1.703899, 538.0642, 0.9999217, 1, Works
0.7837789, 70.59608, 7.837789, 20, 99.21622, 78.37789, 25.78298, 1.705882, 538.1935, 0.9999214, 1, Works
0.7860002, 70.75323, 7.860002, 20, 99.214, 78.60002, 25.78519, 1.707453, 538.2961, 0.9999211, 1, Works
0.7890147, 70.96594, 7.890147, 20, 99.21098, 78.90147, 25.7882, 1.70958, 538.4354, 0.9999208, 1, Works
0.7921421, 71.18594, 7.921421, 20, 99.20786, 79.21421, 25.79131, 1.71178, 538.5797, 0.9999205, 1, Works
0.7946227, 71.35993, 7.946227, 20, 99.20538, 79.46227, 25.79379, 1.71352, 538.694, 0.9999203, 1, Works
0.7978333, 71.58449, 7.978333, 20, 99.20216, 79.78333, 25.79699, 1.715765, 538.842, 0.99992, 1, Works
0.8010069, 71.80573, 8.010069, 20, 99.19899, 80.10069, 25.80015, 1.717977, 538.9882, 0.9999197, 1, Works
0.804304, 72.03481, 8.04304, 20, 99.19569, 80.4304, 25.80344, 1.720267, 539.14, 0.9999194, 1, Works
0.8070716, 72.22649, 8.070716, 20, 99.19293, 80.70716, 25.8062, 1.722184, 539.2673, 0.9999191, 1, Works
0.8097172, 72.40922, 8.097173, 20, 99.19028, 80.97173, 25.80883, 1.724011, 539.3889, 0.9999188, 1, Works
0.8124387, 72.59665, 8.124388, 20, 99.18756, 81.24387, 25.81154, 1.725885, 539.5139, 0.9999185, 1, Works
0.8151977, 72.78612, 8.151978, 20, 99.1848, 81.51977, 25.81429, 1.727779, 539.6406, 0.9999182, 1, Works
0.8177853, 72.96332, 8.177854, 20, 99.18221, 81.77853, 25.81687, 1.729551, 539.7593, 0.999918, 1, Works
0.8203336, 73.13734, 8.203336, 20, 99.17966, 82.03336, 25.81941, 1.731291, 539.8762, 0.9999177, 1, Works
0.8230771, 73.32417, 8.230771, 20, 99.17693, 82.30771, 25.82215, 1.733159, 540.002, 0.9999174, 1, Works
0.8254913, 73.48811, 8.254913, 20, 99.17451, 82.54913, 25.82455, 1.734798, 540.1126, 0.9999172, 1, Works
0.8280447, 73.66104, 8.280447, 20, 99.17196, 82.80447, 25.8271, 1.736527, 540.2295, 0.999917, 1, Works
0.8312875, 73.87997, 8.312875, 20, 99.16871, 83.12875, 25.83033, 1.738716, 540.3779, 0.9999167, 1, Works
0.8337913, 74.04847, 8.337914, 20, 99.16621, 83.37914, 25.83282, 1.740401, 540.4924, 0.9999164, 1, Works
0.8362151, 74.21116, 8.362151, 20, 99.16379, 83.62151, 25.83524, 1.742028, 540.6031, 0.9999162, 1, Works
0.8393046, 74.41788, 8.393046, 20, 99.1607, 83.93047, 25.83832, 1.744095, 540.7443, 0.9999159, 1, Works
0.8417872, 74.58348, 8.417872, 20, 99.15821, 84.17872, 25.84079, 1.74575, 540.8576, 0.9999157, 1, Works
0.8442609, 74.74804, 8.44261, 20, 99.15574, 84.42609, 25.84326, 1.747396, 540.9705, 0.9999154, 1, Works
0.8471743, 74.94125, 8.471744, 20, 99.15282, 84.71744, 25.84616, 1.749328, 541.1033, 0.9999151, 1, Works
0.84965, 75.10494, 8.4965, 20, 99.15035, 84.965, 25.84863, 1.750964, 541.2161, 0.9999149, 1, Works
0.8523969, 75.28602, 8.523969, 20, 99.14761, 85.23969, 25.85137, 1.752775, 541.3412, 0.9999146, 1, Works
0.855259, 75.47408, 8.55259, 20, 99.14474, 85.5259, 25.85422, 1.754655, 541.4715, 0.9999143, 1, Works
0.8583843, 75.67874, 8.583843, 20, 99.14162, 85.83843, 25.85733, 1.756701, 541.6136, 0.999914, 1, Works
0.8610561, 75.85312, 8.610561, 20, 99.13895, 86.10561, 25.85999, 1.758445, 541.735, 0.9999138, 1, Works
0.8643399, 76.06669, 8.643399, 20, 99.13566, 86.43399, 25.86326, 1.76058, 541.8842, 0.9999134, 1, Works
0.8673381, 76.26097, 8.673381, 20, 99.13266, 86.7338, 25.86625, 1.762523, 542.0203, 0.9999131, 1, Works
0.86963, 76.40903, 8.696301, 20, 99.13037, 86.96301, 25.86853, 1.764003, 542.1243, 0.9999129, 1, Works
0.872353, 76.58441, 8.72353, 20, 99.12765, 87.2353, 25.87125, 1.765757, 542.2477, 0.9999126, 1, Works
0.8754828, 76.78529, 8.754827, 20, 99.12452, 87.54828, 25.87436, 1.767765, 542.3895, 0.9999123, 1, Works
0.8779857, 76.94539, 8.779858, 20, 99.12202, 87.79857, 25.87686, 1.769366, 542.5028, 0.999912, 1, Works
0.8839852, 77.32719, 8.839852, 20, 99.11601, 88.39852, 25.88283, 1.773183, 542.7742, 0.9999114, 1, Works
0.8902213, 77.7211, 8.902213, 20, 99.10978, 89.02213, 25.88905, 1.777122, 543.0558, 0.9999108, 1, Works
0.8926573, 77.87415, 8.926573, 20, 99.10735, 89.26573, 25.89147, 1.778652, 543.1656, 0.9999106, 1, Works
0.8948187, 78.00957, 8.948187, 20, 99.10518, 89.48186, 25.89363, 1.780006, 543.2631, 0.9999104, 1, Works
0.9003664, 78.35546, 9.003664, 20, 99.09963, 90.03664, 25.89915, 1.783464, 543.5131, 0.9999098, 1, Works
0.9061035, 78.71062, 9.061035, 20, 99.09389, 90.61035, 25.90486, 1.787015, 543.7711, 0.9999092, 1, Works
0.9084008, 78.85212, 9.084007, 20, 99.0916, 90.84008, 25.90715, 1.78843, 543.8744, 0.999909, 1, Works
0.9117252, 79.05614, 9.117251, 20, 99.08827, 91.17252, 25.91046, 1.79047, 544.0237, 0.9999086, 1, Works
0.9146324, 79.23384, 9.146324, 20, 99.08537, 91.46324, 25.91336, 1.792247, 544.1542, 0.9999083, 1, Works
0.9169719, 79.37634, 9.169719, 20, 99.08303, 91.69719, 25.91569, 1.793672, 544.2591, 0.9999081, 1, Works
0.9201565, 79.56964, 9.201565, 20, 99.07984, 92.01565, 25.91886, 1.795604, 544.4018, 0.9999078, 1, Works
0.9228241, 79.73093, 9.228241, 20, 99.07718, 92.28241, 25.92151, 1.797217, 544.5213, 0.9999076, 1, Works
0.9251969, 79.87392, 9.251968, 20, 99.07481, 92.51969, 25.92388, 1.798647, 544.6275, 0.9999073, 1, Works
0.9278974, 80.03612, 9.278974, 20, 99.07211, 92.78974, 25.92657, 1.800268, 544.7483, 0.999907, 1, Works
0.9307419, 80.20633, 9.307419, 20, 99.06926, 93.07419, 25.9294, 1.80197, 544.8754, 0.9999067, 1, Works
0.9331926, 80.35245, 9.331926, 20, 99.06681, 93.31926, 25.93184, 1.803431, 544.9849, 0.9999065, 1, Works
0.93586, 80.51095, 9.358601, 20, 99.06414, 93.58601, 25.93449, 1.805016, 545.104, 0.9999062, 1, Works
0.9383174, 80.65646, 9.383174, 20, 99.06168, 93.83173, 25.93694, 1.806471, 545.2136, 0.999906, 1, Works
0.9407095, 80.79763, 9.407095, 20, 99.05929, 94.07095, 25.93932, 1.807882, 545.3203, 0.9999058, 1, Works
0.9436245, 80.96905, 9.436245, 20, 99.05637, 94.36245, 25.94222, 1.809596, 545.4501, 0.9999055, 1, Works
0.9469997, 81.16666, 9.469996, 20, 99.053, 94.69997, 25.94559, 1.811572, 545.6004, 0.9999051, 1, Works
0.9496534, 81.32139, 9.496534, 20, 99.05035, 94.96535, 25.94823, 1.813119, 545.7184, 0.9999049, 1, Works
0.9522523, 81.47236, 9.522523, 20, 99.04774, 95.22523, 25.95081, 1.814628, 545.834, 0.9999046, 1, Works
0.9545947, 81.60796, 9.545947, 20, 99.0454, 95.45947, 25.95315, 1.815984, 545.938, 0.9999044, 1, Works
0.957226, 81.75974, 9.57226, 20, 99.04277, 95.7226, 25.95576, 1.817502, 546.0549, 0.9999042, 1, Works
0.9598212, 81.9089, 9.598211, 20, 99.04018, 95.98212, 25.95835, 1.818993, 546.17, 0.9999039, 1, Works
0.9626445, 82.07053, 9.626445, 20, 99.03735, 96.26444, 25.96116, 1.820609, 546.2952, 0.9999036, 1, Works
0.96549, 82.23279, 9.654901, 20, 99.03451, 96.549, 25.96399, 1.822231, 546.4212, 0.9999033, 1, Works
0.9680198, 82.37647, 9.680199, 20, 99.03198, 96.80199, 25.96651, 1.823668, 546.5332, 0.9999031, 1, Works
0.9705372, 82.51893, 9.705373, 20, 99.02946, 97.05373, 25.96902, 1.825092, 546.6446, 0.9999028, 1, Works
0.9731752, 82.66765, 9.731752, 20, 99.02682, 97.31752, 25.97164, 1.826579, 546.7612, 0.9999026, 1, Works
0.9759818, 82.82524, 9.759818, 20, 99.02402, 97.59818, 25.97443, 1.828155, 546.8853, 0.9999023, 1, Works
0.979194, 83.00481, 9.791941, 20, 99.02081, 97.9194, 25.97763, 1.82995, 547.027, 0.999902, 1, Works
0.9813529, 83.12502, 9.813529, 20, 99.01865, 98.13529, 25.97978, 1.831152, 547.1223, 0.9999018, 1, Works
0.9842345, 83.28486, 9.842344, 20, 99.01576, 98.42345, 25.98265, 1.83275, 547.2493, 0.9999015, 1, Works
0.9874794, 83.46404, 9.874794, 20, 99.01252, 98.74795, 25.98588, 1.834542, 547.3922, 0.9999012, 1, Works
0.990077, 83.60682, 9.900769, 20, 99.00993, 99.0077, 25.98846, 1.835969, 547.5065, 0.9999009, 1, Works
0.9939643, 83.81946, 9.939643, 20, 99.00603, 99.39642, 25.99233, 1.838095, 547.6775, 0.9999005, 1, Works
0.9969341, 83.98105, 9.96934, 20, 99.00307, 99.69341, 25.99528, 1.839711, 547.808, 0.9999002, 1, Works
0.9994367, 84.11665, 9.994367, 20, 99.00056, 99.94366, 25.99777, 1.841066, 547.9178, 0.9999, 1, Works
1.00207, 84.25875, 10.0207, 20, 98.99793, 100.207, 26.00039, 1.842487, 548.0333, 0.9998997, 1, Works
1.004608, 84.39517, 10.04608, 20, 98.99539, 100.4608, 26.00292, 1.843851, 548.1446, 0.9998995, 1, Works
1.007409, 84.54509, 10.07409, 20, 98.99259, 100.7409, 26.0057, 1.84535, 548.2673, 0.9998992, 1, Works
1.010176, 84.69254, 10.10176, 20, 98.98982, 101.0176, 26.00846, 1.846824, 548.3884, 0.9998989, 1, Works
1.012946, 84.83952, 10.12946, 20, 98.98705, 101.2946, 26.01122, 1.848294, 548.5096, 0.9998986, 1, Works
1.015898, 84.99542, 10.15898, 20, 98.9841, 101.5898, 26.01415, 1.849853, 548.6386, 0.9998983, 1, Works
1.018731, 85.14433, 10.18731, 20, 98.98127, 101.8731, 26.01697, 1.851341, 548.7623, 0.999898, 1, Works
1.021421, 85.28507, 10.21421, 20, 98.97858, 102.1421, 26.01965, 1.852748, 548.8797, 0.9998977, 1, Works
1.024625, 85.45195, 10.24625, 20, 98.97537, 102.4625, 26.02283, 1.854417, 549.0194, 0.9998974, 1, Works
1.026987, 85.57441, 10.26987, 20, 98.97301, 102.6987, 26.02518, 1.855641, 549.1223, 0.9998972, 1, Works
1.029932, 85.72637, 10.29932, 20, 98.97007, 102.9932, 26.02811, 1.857161, 549.2505, 0.9998969, 1, Works
1.032569, 85.86189, 10.32569, 20, 98.96743, 103.2569, 26.03074, 1.858516, 549.3652, 0.9998966, 1, Works
1.035504, 86.01196, 10.35504, 20, 98.96449, 103.5504, 26.03366, 1.860016, 549.4928, 0.9998963, 1, Works
1.037978, 86.13789, 10.37978, 20, 98.96202, 103.7978, 26.03612, 1.861275, 549.6002, 0.9998961, 1, Works
1.040852, 86.28353, 10.40852, 20, 98.95914, 104.0852, 26.03897, 1.862731, 549.725, 0.9998958, 1, Works
1.043473, 86.41572, 10.43473, 20, 98.95653, 104.3473, 26.04158, 1.864053, 549.8386, 0.9998956, 1, Works
1.046062, 86.54568, 10.46062, 20, 98.95394, 104.6062, 26.04416, 1.865352, 549.9508, 0.9998953, 1, Works
1.048614, 86.67329, 10.48614, 20, 98.95139, 104.8614, 26.04669, 1.866628, 550.0613, 0.9998951, 1, Works
1.05112, 86.798, 10.5112, 20, 98.94888, 105.112, 26.04918, 1.867875, 550.1697, 0.9998949, 1, Works
1.053524, 86.91713, 10.53524, 20, 98.94647, 105.3524, 26.05158, 1.869066, 550.2737, 0.9998946, 1, Works
1.056107, 87.04459, 10.56107, 20, 98.94389, 105.6107, 26.05415, 1.87034, 550.3853, 0.9998944, 1, Works
1.058629, 87.16845, 10.58629, 20, 98.94137, 105.8629, 26.05665, 1.871579, 550.4942, 0.9998941, 1, Works
1.061614, 87.31435, 10.61614, 20, 98.93839, 106.1614, 26.05962, 1.873037, 550.6229, 0.9998938, 1, Works
1.064833, 87.4708, 10.64833, 20, 98.93517, 106.4833, 26.06282, 1.874602, 550.7617, 0.9998935, 1, Works
1.067665, 87.60769, 10.67665, 20, 98.93233, 106.7665, 26.06564, 1.87597, 550.8836, 0.9998932, 1, Works
1.0705, 87.74406, 10.705, 20, 98.9295, 107.05, 26.06846, 1.877334, 551.0056, 0.999893, 1, Works
1.073038, 87.86553, 10.73038, 20, 98.92696, 107.3038, 26.07098, 1.878548, 551.1147, 0.9998927, 1, Works
1.075534, 87.98443, 10.75534, 20, 98.92447, 107.5534, 26.07346, 1.879737, 551.222, 0.9998925, 1, Works
1.078292, 88.11513, 10.78292, 20, 98.92171, 107.8292, 26.0762, 1.881043, 551.3403, 0.9998922, 1, Works
1.081445, 88.26378, 10.81445, 20, 98.91856, 108.1445, 26.07934, 1.88253, 551.4755, 0.9998919, 1, Works
1.084411, 88.40285, 10.84411, 20, 98.91559, 108.4411, 26.08229, 1.88392, 551.6027, 0.9998916, 1, Works
1.086992, 88.52317, 10.86992, 20, 98.91301, 108.6992, 26.08485, 1.885123, 551.7131, 0.9998913, 1, Works
1.089292, 88.62992, 10.89292, 20, 98.91071, 108.9292, 26.08714, 1.88619, 551.8115, 0.9998911, 1, Works
1.092173, 88.76297, 10.92173, 20, 98.90783, 109.2173, 26.09, 1.887521, 551.9347, 0.9998908, 1, Works
1.094883, 88.88747, 10.94883, 20, 98.90511, 109.4883, 26.0927, 1.888765, 552.0504, 0.9998905, 1, Works
1.097984, 89.02911, 10.97984, 20, 98.90202, 109.7984, 26.09578, 1.890181, 552.1827, 0.9998902, 1, Works
1.101201, 89.17516, 11.01201, 20, 98.8988, 110.1201, 26.09898, 1.891642, 552.3199, 0.9998899, 1, Works
1.103596, 89.28328, 11.03596, 20, 98.8964, 110.3596, 26.10136, 1.892722, 552.4219, 0.9998897, 1, Works
