Time, Voltage, Current, Resistance, Torque, Speed, Temperature, Vibration, Load, Bearing Health, Insulation Health, Component Failure
0.432922, 41.95251, 4.32922, 20, 99.56708, 43.2922, 25.43279, 1.419482, 521.4775, 0.9999567, 1, Works
0.4354387, 42.18082, 4.354387, 20, 99.56456, 43.54387, 25.4353, 1.421765, 521.6003, 0.9999564, 1, Works
0.4381417, 42.42575, 4.381417, 20, 99.56186, 43.81417, 25.438, 1.424214, 521.7323, 0.9999561, 1, Works
0.4404264, 42.63253, 4.404264, 20, 99.55957, 44.04264, 25.44028, 1.426281, 521.8438, 0.9999559, 1, Works
0.4430967, 42.87392, 4.430967, 20, 99.5569, 44.30967, 25.44295, 1.428695, 521.9741, 0.9999557, 1, Works
0.4459817, 43.13438, 4.459817, 20, 99.55402, 44.59818, 25.44583, 1.431299, 522.1147, 0.9999554, 1, Works
0.4486232, 43.37253, 4.486231, 20, 99.55138, 44.86232, 25.44847, 1.43368, 522.2435, 0.9999551, 1, Works
0.4510104, 43.58751, 4.510104, 20, 99.54899, 45.10104, 25.45086, 1.43583, 522.3599, 0.9999549, 1, Works
0.453457, 43.80758, 4.53457, 20, 99.54654, 45.3457, 25.4533, 1.43803, 522.4791, 0.9999546, 1, Works
0.455935, 44.0302, 4.55935, 20, 99.54407, 45.5935, 25.45578, 1.440256, 522.5998, 0.9999544, 1, Works
0.4586319, 44.27219, 4.586319, 20, 99.54137, 45.86319, 25.45847, 1.442676, 522.7311, 0.9999541, 1, Works
0.4612552, 44.50725, 4.612552, 20, 99.53874, 46.12552, 25.46109, 1.445026, 522.8589, 0.9999539, 1, Works
0.464165, 44.76763, 4.64165, 20, 99.53584, 46.4165, 25.464, 1.44763, 523.0005, 0.9999536, 1, Works
0.4667716, 45.00056, 4.667717, 20, 99.53323, 46.67716, 25.4666, 1.449959, 523.1273, 0.9999533, 1, Works
0.4690924, 45.2077, 4.690924, 20, 99.53091, 46.90924, 25.46892, 1.45203, 523.2402, 0.9999531, 1, Works
0.4715514, 45.4269, 4.715514, 20, 99.52845, 47.15514, 25.47138, 1.454222, 523.3597, 0.9999529, 1, Works
0.4739766, 45.64281, 4.739766, 20, 99.52602, 47.39766, 25.4738, 1.456381, 523.4776, 0.9999526, 1, Works
0.4765309, 45.86993, 4.765309, 20, 99.52347, 47.65309, 25.47635, 1.458652, 523.6017, 0.9999524, 1, Works
0.4787104, 46.0635, 4.787104, 20, 99.52129, 47.87104, 25.47853, 1.460587, 523.7076, 0.9999521, 1, Works
0.4818374, 46.34082, 4.818374, 20, 99.51817, 48.18374, 25.48165, 1.46336, 523.8595, 0.9999518, 1, Works
0.4846587, 46.59064, 4.846587, 20, 99.51534, 48.46587, 25.48447, 1.465858, 523.9965, 0.9999515, 1, Works
0.4870901, 46.80564, 4.870901, 20, 99.51291, 48.70901, 25.4869, 1.468008, 524.1144, 0.9999513, 1, Works
0.4892985, 47.00068, 4.892985, 20, 99.5107, 48.92985, 25.4891, 1.469958, 524.2216, 0.9999511, 1, Works
0.4922855, 47.26413, 4.922855, 20, 99.50771, 49.22855, 25.49209, 1.472592, 524.3665, 0.9999508, 1, Works
0.4949426, 47.49812, 4.949426, 20, 99.50506, 49.49426, 25.49474, 1.474932, 524.4953, 0.9999505, 1, Works
0.4976946, 47.74011, 4.976946, 20, 99.5023, 49.76946, 25.49749, 1.477351, 524.6287, 0.9999502, 1, Works
0.5004846, 47.98507, 5.004846, 20, 99.49951, 50.04846, 25.50028, 1.479801, 524.7639, 0.9999499, 1, Works
0.5033914, 48.2399, 5.033914, 20, 99.4966, 50.33914, 25.50318, 1.482349, 524.9047, 0.9999496, 1, Works
0.5059181, 48.46107, 5.059181, 20, 99.49408, 50.59181, 25.5057, 1.48456, 525.027, 0.9999494, 1, Works
0.5086673, 48.70137, 5.086673, 20, 99.49133, 50.86673, 25.50845, 1.486963, 525.16, 0.9999491, 1, Works
0.5110877, 48.91263, 5.110877, 20, 99.48891, 51.10877, 25.51087, 1.489075, 525.2772, 0.9999489, 1, Works
0.5142601, 49.18908, 5.142601, 20, 99.48574, 51.42601, 25.51403, 1.491839, 525.4306, 0.9999486, 1, Works
0.5171412, 49.43972, 5.171412, 20, 99.48286, 51.71412, 25.51691, 1.494345, 525.5699, 0.9999483, 1, Works
0.5199094, 49.68016, 5.199094, 20, 99.48009, 51.99094, 25.51967, 1.49675, 525.7037, 0.999948, 1, Works
0.5228354, 49.93388, 5.228354, 20, 99.47717, 52.28354, 25.5226, 1.499286, 525.845, 0.9999477, 1, Works
0.5256829, 50.18038, 5.256829, 20, 99.47432, 52.56829, 25.52544, 1.501751, 525.9825, 0.9999474, 1, Works
0.5279923, 50.38001, 5.279923, 20, 99.47201, 52.79923, 25.52775, 1.503747, 526.0941, 0.9999471, 1, Works
0.5308796, 50.62921, 5.308796, 20, 99.46912, 53.08796, 25.53063, 1.506239, 526.2334, 0.9999468, 1, Works
0.5335841, 50.86225, 5.335841, 20, 99.46642, 53.35841, 25.53333, 1.508569, 526.3638, 0.9999465, 1, Works
0.5360249, 51.07225, 5.36025, 20, 99.46397, 53.60249, 25.53577, 1.510669, 526.4816, 0.9999463, 1, Works
0.5388302, 51.31323, 5.388302, 20, 99.46117, 53.88302, 25.53857, 1.513078, 526.6168, 0.999946, 1, Works
0.5415215, 51.54404, 5.415215, 20, 99.45848, 54.15215, 25.54126, 1.515386, 526.7465, 0.9999457, 1, Works
0.5443823, 51.78898, 5.443823, 20, 99.45562, 54.43823, 25.54411, 1.517835, 526.8843, 0.9999454, 1, Works
0.5467944, 51.99517, 5.467944, 20, 99.45321, 54.67944, 25.54652, 1.519897, 527.0004, 0.9999452, 1, Works
0.5495467, 52.23007, 5.495467, 20, 99.45045, 54.95467, 25.54927, 1.522246, 527.1329, 0.9999449, 1, Works
0.5523821, 52.47166, 5.523821, 20, 99.44762, 55.23821, 25.5521, 1.524661, 527.2693, 0.9999446, 1, Works
0.5554253, 52.73047, 5.554253, 20, 99.44457, 55.54253, 25.55514, 1.527249, 527.4156, 0.9999443, 1, Works
0.5579618, 52.94582, 5.579618, 20, 99.44204, 55.79618, 25.55767, 1.529402, 527.5376, 0.999944, 1, Works
0.5604095, 53.15331, 5.604095, 20, 99.43959, 56.04095, 25.56012, 1.531477, 527.6552, 0.9999438, 1, Works
0.5628097, 53.35646, 5.628097, 20, 99.43719, 56.28097, 25.56251, 1.533508, 527.7706, 0.9999436, 1, Works
0.5656556, 53.59694, 5.656556, 20, 99.43434, 56.56556, 25.56535, 1.535913, 527.9072, 0.9999433, 1, Works
0.567992, 53.79404, 5.67992, 20, 99.43201, 56.7992, 25.56769, 1.537883, 528.0194, 0.999943, 1, Works
0.5703042, 53.98881, 5.703042, 20, 99.4297, 57.03041, 25.57, 1.539831, 528.1304, 0.9999428, 1, Works
0.5725167, 54.17491, 5.725167, 20, 99.42748, 57.25167, 25.5722, 1.541692, 528.2365, 0.9999425, 1, Works
0.5748012, 54.3668, 5.748012, 20, 99.4252, 57.48012, 25.57448, 1.54361, 528.3461, 0.9999423, 1, Works
0.577064, 54.55657, 5.77064, 20, 99.42294, 57.7064, 25.57674, 1.545508, 528.4545, 0.9999421, 1, Works
0.5793951, 54.75179, 5.793951, 20, 99.42061, 57.93951, 25.57907, 1.54746, 528.5662, 0.9999418, 1, Works
0.5821674, 54.98356, 5.821674, 20, 99.41783, 58.21674, 25.58184, 1.549777, 528.699, 0.9999415, 1, Works
0.58483, 55.20577, 5.8483, 20, 99.41517, 58.48301, 25.5845, 1.551999, 528.8265, 0.9999413, 1, Works
0.5875329, 55.43094, 5.875329, 20, 99.41247, 58.75329, 25.58719, 1.55425, 528.9559, 0.999941, 1, Works
0.5897669, 55.61673, 5.897669, 20, 99.41023, 58.97669, 25.58942, 1.556108, 529.0628, 0.9999408, 1, Works
0.5918379, 55.78873, 5.918379, 20, 99.40816, 59.1838, 25.59149, 1.557828, 529.1619, 0.9999406, 1, Works
0.5938668, 55.957, 5.938668, 20, 99.40614, 59.38668, 25.59352, 1.55951, 529.2589, 0.9999404, 1, Works
0.5958715, 56.12303, 5.958715, 20, 99.40413, 59.58715, 25.59552, 1.561171, 529.3547, 0.9999402, 1, Works
0.5983489, 56.3279, 5.983489, 20, 99.40165, 59.83489, 25.59799, 1.563219, 529.4731, 0.99994, 1, Works
0.6010978, 56.55482, 6.010978, 20, 99.3989, 60.10978, 25.60074, 1.565488, 529.6044, 0.9999397, 1, Works
0.6035155, 56.75405, 6.035155, 20, 99.39648, 60.35155, 25.60315, 1.56748, 529.7199, 0.9999394, 1, Works
0.6057388, 56.93696, 6.057388, 20, 99.39426, 60.57388, 25.60537, 1.569309, 529.826, 0.9999392, 1, Works
0.6079233, 57.11641, 6.079233, 20, 99.39207, 60.79233, 25.60755, 1.571103, 529.9302, 0.999939, 1, Works
0.6100813, 57.2934, 6.100812, 20, 99.38992, 61.00813, 25.6097, 1.572873, 530.0332, 0.9999387, 1, Works
0.6126398, 57.50292, 6.126399, 20, 99.38736, 61.26398, 25.61226, 1.574968, 530.1552, 0.9999385, 1, Works
0.6156092, 57.7456, 6.156092, 20, 99.38439, 61.56092, 25.61522, 1.577394, 530.2967, 0.9999382, 1, Works
0.6179664, 57.93789, 6.179664, 20, 99.38203, 61.79663, 25.61757, 1.579317, 530.409, 0.999938, 1, Works
0.620093, 58.11109, 6.200931, 20, 99.37991, 62.0093, 25.6197, 1.581049, 530.5103, 0.9999377, 1, Works
0.6224744, 58.30472, 6.224744, 20, 99.37753, 62.24744, 25.62207, 1.582985, 530.6237, 0.9999375, 1, Works
0.6247593, 58.4902, 6.247592, 20, 99.37524, 62.47593, 25.62435, 1.584839, 530.7324, 0.9999372, 1, Works
0.6269279, 58.66596, 6.269279, 20, 99.37307, 62.69279, 25.62652, 1.586597, 530.8356, 0.999937, 1, Works
0.6290855, 58.84056, 6.290855, 20, 99.37091, 62.90855, 25.62867, 1.588342, 530.9382, 0.9999368, 1, Works
0.6318007, 59.05988, 6.318007, 20, 99.3682, 63.18007, 25.63138, 1.590535, 531.0673, 0.9999365, 1, Works
0.6341078, 59.2459, 6.341078, 20, 99.36589, 63.41078, 25.63368, 1.592395, 531.1769, 0.9999362, 1, Works
0.6364527, 59.43465, 6.364527, 20, 99.36355, 63.64528, 25.63602, 1.594282, 531.2883, 0.999936, 1, Works
0.638854, 59.62759, 6.38854, 20, 99.36115, 63.8854, 25.63842, 1.596212, 531.4023, 0.9999357, 1, Works
0.6409864, 59.79864, 6.409864, 20, 99.35902, 64.09865, 25.64055, 1.597922, 531.5035, 0.9999355, 1, Works
0.6434584, 59.99658, 6.434584, 20, 99.35654, 64.34584, 25.64301, 1.599901, 531.6207, 0.9999353, 1, Works
0.6456715, 60.17349, 6.456715, 20, 99.35433, 64.56715, 25.64522, 1.60167, 531.7257, 0.999935, 1, Works
0.6483791, 60.38953, 6.483791, 20, 99.35162, 64.83791, 25.64792, 1.60383, 531.8541, 0.9999347, 1, Works
0.6507903, 60.58154, 6.507903, 20, 99.34921, 65.07903, 25.65033, 1.60575, 531.9683, 0.9999345, 1, Works
0.6528911, 60.74854, 6.528911, 20, 99.34711, 65.28911, 25.65243, 1.60742, 532.0678, 0.9999343, 1, Works
0.6551868, 60.93074, 6.551867, 20, 99.34481, 65.51868, 25.65472, 1.609241, 532.1765, 0.999934, 1, Works
0.6573606, 61.10295, 6.573606, 20, 99.34264, 65.73605, 25.65689, 1.610963, 532.2794, 0.9999338, 1, Works
0.6595604, 61.27695, 6.595604, 20, 99.34044, 65.95605, 25.65908, 1.612703, 532.3835, 0.9999335, 1, Works
0.6624321, 61.50364, 6.624321, 20, 99.33757, 66.24321, 25.66195, 1.61497, 532.5193, 0.9999332, 1, Works
0.6650496, 61.70982, 6.650496, 20, 99.33495, 66.50496, 25.66456, 1.617031, 532.6431, 0.999933, 1, Works
0.6673029, 61.88697, 6.673029, 20, 99.3327, 66.73029, 25.66681, 1.618802, 532.7495, 0.9999328, 1, Works
0.6696563, 62.07165, 6.696563, 20, 99.33035, 66.96563, 25.66916, 1.620649, 532.8607, 0.9999325, 1, Works
0.6718037, 62.23987, 6.718037, 20, 99.32819, 67.18037, 25.6713, 1.622331, 532.9621, 0.9999323, 1, Works
0.6738293, 62.39829, 6.738293, 20, 99.32617, 67.38293, 25.67332, 1.623915, 533.0577, 0.9999321, 1, Works
0.6760207, 62.56939, 6.760207, 20, 99.32398, 67.60207, 25.67551, 1.625626, 533.1611, 0.9999319, 1, Works
0.6786385, 62.77338, 6.786385, 20, 99.32136, 67.86385, 25.67812, 1.627665, 533.2845, 0.9999316, 1, Works
0.6812713, 62.97811, 6.812713, 20, 99.31873, 68.12713, 25.68074, 1.629712, 533.4086, 0.9999314, 1, Works
0.6840781, 63.19588, 6.840781, 20, 99.31593, 68.40781, 25.68354, 1.63189, 533.5409, 0.9999311, 1, Works
0.686171, 63.35794, 6.86171, 20, 99.31383, 68.6171, 25.68563, 1.63351, 533.6395, 0.9999309, 1, Works
0.6884392, 63.53326, 6.884392, 20, 99.31156, 68.84392, 25.68789, 1.635263, 533.7462, 0.9999306, 1, Works
0.6905512, 63.69622, 6.905512, 20, 99.30945, 69.05511, 25.69, 1.636893, 533.8456, 0.9999304, 1, Works
0.6931835, 63.89893, 6.931835, 20, 99.30682, 69.31835, 25.69263, 1.638919, 533.9694, 0.9999301, 1, Works
0.6952125, 64.05486, 6.952126, 20, 99.30479, 69.52126, 25.69465, 1.640479, 534.0648, 0.99993, 1, Works
0.6977381, 64.2486, 6.977381, 20, 99.30226, 69.7738, 25.69717, 1.642416, 534.1835, 0.9999297, 1, Works
0.6999208, 64.41571, 6.999207, 20, 99.30008, 69.99208, 25.69935, 1.644087, 534.2861, 0.9999295, 1, Works
0.7019526, 64.57098, 7.019526, 20, 99.29805, 70.19526, 25.70138, 1.645639, 534.3815, 0.9999293, 1, Works
0.704118, 64.73618, 7.04118, 20, 99.29588, 70.4118, 25.70354, 1.647291, 534.4831, 0.9999291, 1, Works
0.7063735, 64.90793, 7.063735, 20, 99.29362, 70.63734, 25.70579, 1.649008, 534.589, 0.9999288, 1, Works
0.7086359, 65.07986, 7.086359, 20, 99.29137, 70.86359, 25.70804, 1.650727, 534.6951, 0.9999286, 1, Works
0.7106498, 65.23264, 7.106499, 20, 99.28935, 71.06499, 25.71005, 1.652255, 534.7895, 0.9999284, 1, Works
0.7130361, 65.41332, 7.130361, 20, 99.28696, 71.3036, 25.71243, 1.654061, 534.9013, 0.9999282, 1, Works
0.7156783, 65.61295, 7.156783, 20, 99.28432, 71.56783, 25.71507, 1.656057, 535.0251, 0.9999279, 1, Works
0.7179939, 65.78751, 7.179938, 20, 99.28201, 71.79939, 25.71738, 1.657803, 535.1335, 0.9999277, 1, Works
0.7201778, 65.95184, 7.201778, 20, 99.27982, 72.01778, 25.71955, 1.659446, 535.2357, 0.9999275, 1, Works
0.7225803, 66.13223, 7.225802, 20, 99.27742, 72.25803, 25.72195, 1.66125, 535.3481, 0.9999272, 1, Works
0.7249677, 66.31112, 7.249677, 20, 99.27503, 72.49677, 25.72433, 1.663038, 535.4598, 0.999927, 1, Works
0.7273206, 66.48705, 7.273206, 20, 99.27268, 72.73206, 25.72668, 1.664797, 535.5698, 0.9999267, 1, Works
0.729615, 66.65826, 7.29615, 20, 99.27039, 72.96149, 25.72897, 1.666509, 535.6769, 0.9999265, 1, Works
0.7322714, 66.85605, 7.322714, 20, 99.26773, 73.22713, 25.73162, 1.668487, 535.801, 0.9999263, 1, Works
0.7345096, 67.02233, 7.345096, 20, 99.26549, 73.45096, 25.73385, 1.670149, 535.9055, 0.999926, 1, Works
0.7365796, 67.17581, 7.365796, 20, 99.26342, 73.65796, 25.73591, 1.671684, 536.002, 0.9999259, 1, Works
0.7469991, 67.94399, 7.469991, 20, 99.253, 74.69991, 25.74631, 1.679365, 536.4876, 0.9999248, 1, Works
0.749358, 68.11688, 7.49358, 20, 99.25064, 74.9358, 25.74866, 1.681093, 536.5974, 0.9999246, 1, Works
0.7518861, 68.30176, 7.518861, 20, 99.24812, 75.18861, 25.75118, 1.682942, 536.715, 0.9999244, 1, Works
0.7544418, 68.4882, 7.544418, 20, 99.24556, 75.44418, 25.75373, 1.684806, 536.8338, 0.9999241, 1, Works
0.7570196, 68.67581, 7.570196, 20, 99.24298, 75.70196, 25.7563, 1.686682, 536.9536, 0.9999239, 1, Works
0.7595091, 68.85655, 7.595091, 20, 99.24049, 75.95091, 25.75878, 1.688489, 537.0693, 0.9999236, 1, Works
0.7620485, 69.04048, 7.620485, 20, 99.23795, 76.20485, 25.76131, 1.690328, 537.1871, 0.9999234, 1, Works
0.7649657, 69.25122, 7.649656, 20, 99.23503, 76.49657, 25.76422, 1.692435, 537.3225, 0.9999231, 1, Works
0.7671316, 69.40731, 7.671316, 20, 99.23287, 76.71316, 25.76638, 1.693996, 537.423, 0.9999229, 1, Works
0.7697558, 69.59599, 7.697558, 20, 99.23025, 76.97558, 25.769, 1.695883, 537.5446, 0.9999226, 1, Works
0.7722252, 69.7731, 7.722252, 20, 99.22778, 77.22252, 25.77146, 1.697653, 537.659, 0.9999224, 1, Works
0.7745796, 69.94157, 7.745796, 20, 99.22542, 77.45796, 25.77381, 1.699338, 537.768, 0.9999222, 1, Works
0.7771283, 70.1235, 7.771283, 20, 99.22287, 77.71283, 25.77635, 1.701157, 537.886, 0.9999219, 1, Works
0.7793744, 70.28345, 7.793744, 20, 99.22063, 77.93744, 25.77859, 1.702756, 537.9899, 0.9999217, 1, Works
0.7827824, 70.52548, 7.827825, 20, 99.21722, 78.27824, 25.78198, 1.705176, 538.1475, 0.9999213, 1, Works
0.7853999, 70.71079, 7.853999, 20, 99.2146, 78.53999, 25.78459, 1.707029, 538.2684, 0.9999211, 1, Works
0.7877221, 70.87481, 7.877221, 20, 99.21228, 78.7722, 25.78691, 1.708669, 538.3757, 0.9999208, 1, Works
0.7901222, 71.04393, 7.901221, 20, 99.20988, 79.01221, 25.7893, 1.71036, 538.4865, 0.9999206, 1, Works
0.7924836, 71.20992, 7.924836, 20, 99.20752, 79.24836, 25.79165, 1.71202, 538.5954, 0.9999204, 1, Works
0.794971, 71.38434, 7.94971, 20, 99.20503, 79.49711, 25.79413, 1.713763, 538.7101, 0.9999201, 1, Works
0.7972286, 71.54225, 7.972286, 20, 99.20277, 79.72286, 25.79638, 1.715342, 538.8141, 0.9999199, 1, Works
0.7999454, 71.7318, 7.999454, 20, 99.20006, 79.99454, 25.79909, 1.717238, 538.9393, 0.9999196, 1, Works
0.8025118, 71.91039, 8.025118, 20, 99.19749, 80.25118, 25.80165, 1.719023, 539.0575, 0.9999194, 1, Works
0.8049645, 72.0806, 8.049644, 20, 99.19504, 80.49644, 25.8041, 1.720725, 539.1703, 0.9999191, 1, Works
0.8074465, 72.25242, 8.074465, 20, 99.19255, 80.74464, 25.80657, 1.722443, 539.2845, 0.9999189, 1, Works
0.8098816, 72.42055, 8.098816, 20, 99.19012, 80.98816, 25.809, 1.724124, 539.3964, 0.9999186, 1, Works
0.8127065, 72.61507, 8.127065, 20, 99.18729, 81.27065, 25.81181, 1.726069, 539.5262, 0.9999183, 1, Works
0.8159683, 72.83894, 8.159683, 20, 99.18403, 81.59682, 25.81506, 1.728307, 539.676, 0.999918, 1, Works
0.8187359, 73.02828, 8.187359, 20, 99.18127, 81.87359, 25.81782, 1.730201, 539.803, 0.9999177, 1, Works
0.821196, 73.19612, 8.21196, 20, 99.1788, 82.1196, 25.82027, 1.731879, 539.9158, 0.9999175, 1, Works
0.8237684, 73.37115, 8.237684, 20, 99.17623, 82.37685, 25.82284, 1.733629, 540.0337, 0.9999173, 1, Works
0.8259751, 73.52091, 8.259751, 20, 99.17403, 82.59751, 25.82504, 1.735126, 540.1348, 0.999917, 1, Works
0.8284479, 73.6883, 8.284479, 20, 99.17155, 82.8448, 25.8275, 1.7368, 540.248, 0.9999168, 1, Works
0.8310508, 73.86401, 8.310508, 20, 99.16895, 83.10508, 25.8301, 1.738557, 540.3671, 0.9999166, 1, Works
0.8335623, 74.03308, 8.335623, 20, 99.16644, 83.35623, 25.8326, 1.740247, 540.4819, 0.9999163, 1, Works
0.8357672, 74.18112, 8.357672, 20, 99.16423, 83.57672, 25.83479, 1.741727, 540.5827, 0.9999161, 1, Works
0.8385008, 74.36416, 8.385008, 20, 99.1615, 83.85008, 25.83752, 1.743557, 540.7076, 0.9999158, 1, Works
0.8412184, 74.54558, 8.412184, 20, 99.15878, 84.12184, 25.84023, 1.745371, 540.8317, 0.9999155, 1, Works
0.8438178, 74.7186, 8.438178, 20, 99.15618, 84.38178, 25.84282, 1.747101, 540.9503, 0.9999152, 1, Works
0.8465433, 74.89945, 8.465432, 20, 99.15346, 84.65433, 25.84553, 1.748909, 541.0746, 0.9999149, 1, Works
0.8498935, 75.12101, 8.498935, 20, 99.15011, 84.98934, 25.84887, 1.751125, 541.2272, 0.9999146, 1, Works
0.8522133, 75.27393, 8.522133, 20, 99.14779, 85.22133, 25.85118, 1.752654, 541.3329, 0.9999143, 1, Works
0.8547418, 75.44015, 8.547418, 20, 99.14526, 85.47417, 25.8537, 1.754316, 541.4479, 0.9999141, 1, Works
0.8573127, 75.60865, 8.573127, 20, 99.14268, 85.73127, 25.85626, 1.756, 541.5649, 0.9999139, 1, Works
0.8597179, 75.76585, 8.597179, 20, 99.14028, 85.97179, 25.85866, 1.757572, 541.6743, 0.9999136, 1, Works
0.8622089, 75.92818, 8.622089, 20, 99.13779, 86.22089, 25.86114, 1.759195, 541.7875, 0.9999134, 1, Works
0.8656507, 76.15172, 8.656507, 20, 99.13435, 86.56507, 25.86457, 1.76143, 541.9437, 0.999913, 1, Works
0.8682939, 76.32277, 8.68294, 20, 99.13171, 86.82939, 25.8672, 1.76314, 542.0637, 0.9999128, 1, Works
0.8706499, 76.47478, 8.706499, 20, 99.12935, 87.06499, 25.86955, 1.76466, 542.1705, 0.9999126, 1, Works
0.8733524, 76.64864, 8.733524, 20, 99.12665, 87.33524, 25.87224, 1.766399, 542.293, 0.9999123, 1, Works
0.8756443, 76.79564, 8.756443, 20, 99.12436, 87.56443, 25.87453, 1.767868, 542.3968, 0.999912, 1, Works
0.8778083, 76.93407, 8.778084, 20, 99.12219, 87.78083, 25.87668, 1.769252, 542.4948, 0.9999118, 1, Works
0.8806742, 77.11683, 8.806743, 20, 99.11932, 88.06742, 25.87954, 1.77108, 542.6245, 0.9999115, 1, Works
0.8830649, 77.26881, 8.830649, 20, 99.11694, 88.3065, 25.88192, 1.772599, 542.7325, 0.9999112, 1, Works
0.8854339, 77.41897, 8.854339, 20, 99.11456, 88.54339, 25.88428, 1.774101, 542.8396, 0.999911, 1, Works
0.887825, 77.57009, 8.878249, 20, 99.11217, 88.78249, 25.88666, 1.775612, 542.9476, 0.9999108, 1, Works
0.8901383, 77.71588, 8.901383, 20, 99.10986, 89.01383, 25.88896, 1.777069, 543.052, 0.9999105, 1, Works
0.8926522, 77.87383, 8.926521, 20, 99.10735, 89.26521, 25.89147, 1.778649, 543.1655, 0.9999103, 1, Works
0.8957949, 78.0706, 8.957949, 20, 99.1042, 89.57948, 25.8946, 1.780616, 543.3071, 0.99991, 1, Works
0.8988013, 78.25812, 8.988012, 20, 99.1012, 89.88013, 25.89759, 1.782491, 543.4426, 0.9999097, 1, Works
0.9013911, 78.41909, 9.013911, 20, 99.09861, 90.13911, 25.90017, 1.7841, 543.5591, 0.9999095, 1, Works
0.904081, 78.58572, 9.04081, 20, 99.09592, 90.4081, 25.90285, 1.785766, 543.6802, 0.9999092, 1, Works
0.906657, 78.74476, 9.06657, 20, 99.09335, 90.6657, 25.90541, 1.787356, 543.796, 0.9999089, 1, Works
0.909063, 78.89283, 9.09063, 20, 99.09093, 90.9063, 25.90781, 1.788837, 543.9041, 0.9999087, 1, Works
0.9118633, 79.0646, 9.118632, 20, 99.08813, 91.18633, 25.9106, 1.790554, 544.0299, 0.9999084, 1, Works
0.9146225, 79.23324, 9.146225, 20, 99.08538, 91.46225, 25.91335, 1.79224, 544.1537, 0.9999081, 1, Works
0.9169285, 79.3737, 9.169285, 20, 99.08307, 91.69285, 25.91564, 1.793645, 544.2571, 0.9999079, 1, Works
0.9191872, 79.51089, 9.191872, 20, 99.08081, 91.91872, 25.91789, 1.795017, 544.3584, 0.9999076, 1, Works
0.9216292, 79.65876, 9.216291, 20, 99.07837, 92.16292, 25.92032, 1.796495, 544.4678, 0.9999074, 1, Works
0.9241003, 79.80789, 9.241003, 20, 99.0759, 92.41003, 25.92278, 1.797986, 544.5784, 0.9999071, 1, Works
0.926675, 79.96277, 9.266749, 20, 99.07333, 92.6675, 25.92535, 1.799535, 544.6936, 0.9999069, 1, Works
0.9288211, 80.09146, 9.288211, 20, 99.07118, 92.88211, 25.92749, 1.800821, 544.7896, 0.9999067, 1, Works
0.9313114, 80.24032, 9.313114, 20, 99.06869, 93.13113, 25.92997, 1.80231, 544.9009, 0.9999064, 1, Works
0.9335126, 80.37149, 9.335126, 20, 99.06649, 93.35126, 25.93216, 1.803621, 544.9992, 0.9999062, 1, Works
0.9358118, 80.50808, 9.358118, 20, 99.06419, 93.58118, 25.93445, 1.804987, 545.1018, 0.9999059, 1, Works
0.9381183, 80.64468, 9.381183, 20, 99.06188, 93.81183, 25.93674, 1.806353, 545.2047, 0.9999057, 1, Works
0.9405694, 80.78938, 9.405694, 20, 99.05943, 94.05694, 25.93918, 1.807799, 545.314, 0.9999055, 1, Works
