Time, Voltage, Current, Resistance, Torque, Speed, Temperature, Vibration, Load, Component Failure
0.5232878, 49.97307, 5.232878, 20, 99.47672, 52.32878, 2.616439, 0.7495961, 500, Works
0.5261028, 50.2167, 5.261028, 20, 99.4739, 52.61028, 2.630514, 0.7532505, 500, Works
0.528432, 50.41798, 5.284319, 20, 99.47157, 52.8432, 2.64216, 0.7562697, 500, Works
0.5313399, 50.6689, 5.313399, 20, 99.46866, 53.134, 2.6567, 0.7600335, 500, Works
0.5343279, 50.92627, 5.343279, 20, 99.46568, 53.43279, 2.67164, 0.7638941, 500, Works
0.5377416, 51.21976, 5.377416, 20, 99.46226, 53.77416, 2.688708, 0.7682964, 500, Works
0.5406074, 51.46568, 5.406074, 20, 99.4594, 54.06074, 2.703037, 0.7719853, 500, Works
0.5432139, 51.68899, 5.432139, 20, 99.45679, 54.32139, 2.716069, 0.7753349, 500, Works
0.5456206, 51.89487, 5.456206, 20, 99.45438, 54.56206, 2.728103, 0.778423, 500, Works
0.5483486, 52.12787, 5.483486, 20, 99.45165, 54.83486, 2.741743, 0.781918, 500, Works
0.5515161, 52.39791, 5.515161, 20, 99.44849, 55.15161, 2.757581, 0.7859687, 500, Works
0.5548211, 52.67913, 5.548211, 20, 99.44518, 55.48211, 2.774106, 0.7901869, 500, Works
0.5576332, 52.91794, 5.576332, 20, 99.44237, 55.76332, 2.788166, 0.7937691, 500, Works
0.5608066, 53.18695, 5.608067, 20, 99.43919, 56.08066, 2.804033, 0.7978042, 500, Works
0.563857, 53.44501, 5.63857, 20, 99.43614, 56.3857, 2.819285, 0.8016751, 500, Works
0.5665545, 53.67281, 5.665545, 20, 99.43345, 56.65545, 2.832772, 0.8050921, 500, Works
0.5689997, 53.87896, 5.689997, 20, 99.431, 56.89997, 2.844999, 0.8081844, 500, Works
0.5712817, 54.07107, 5.712817, 20, 99.42872, 57.12817, 2.856409, 0.811066, 500, Works
0.5733786, 54.24734, 5.733786, 20, 99.42662, 57.33786, 2.866893, 0.8137102, 500, Works
0.5759364, 54.46204, 5.759364, 20, 99.42406, 57.59364, 2.879682, 0.8169306, 500, Works
0.5787993, 54.70192, 5.787993, 20, 99.4212, 57.87993, 2.893996, 0.8205287, 500, Works
0.5811431, 54.89797, 5.811431, 20, 99.41885, 58.11431, 2.905715, 0.8234695, 500, Works
0.5837862, 55.1187, 5.837862, 20, 99.41621, 58.37862, 2.918931, 0.8267804, 500, Works
0.5863244, 55.33031, 5.863244, 20, 99.41367, 58.63244, 2.931622, 0.8299546, 500, Works
0.5886078, 55.52036, 5.886078, 20, 99.41139, 58.86078, 2.943039, 0.8328054, 500, Works
0.590782, 55.70107, 5.90782, 20, 99.40922, 59.0782, 2.95391, 0.835516, 500, Works
0.5932209, 55.90345, 5.932209, 20, 99.40678, 59.32209, 2.966105, 0.8385518, 500, Works
0.5955655, 56.0977, 5.955655, 20, 99.40443, 59.55655, 2.977828, 0.8414655, 500, Works
0.5985943, 56.34818, 5.985943, 20, 99.40141, 59.85943, 2.992971, 0.8452226, 500, Works
0.6011287, 56.55737, 6.011287, 20, 99.39887, 60.11287, 3.005643, 0.8483605, 500, Works
0.604321, 56.82034, 6.04321, 20, 99.39568, 60.4321, 3.021605, 0.8523052, 500, Works
0.6066536, 57.01214, 6.066536, 20, 99.39335, 60.66536, 3.033268, 0.8551821, 500, Works
0.6088988, 57.19645, 6.088987, 20, 99.3911, 60.88988, 3.044494, 0.8579468, 500, Works
0.6111702, 57.38262, 6.111702, 20, 99.38883, 61.11702, 3.055851, 0.8607393, 500, Works
0.6136241, 57.58342, 6.136241, 20, 99.38638, 61.36241, 3.06812, 0.8637512, 500, Works
0.6159753, 57.77549, 6.159753, 20, 99.38403, 61.59753, 3.079877, 0.8666323, 500, Works
0.6188554, 58.01032, 6.188554, 20, 99.38114, 61.88554, 3.094277, 0.8701549, 500, Works
0.6211398, 58.19625, 6.211398, 20, 99.37886, 62.11398, 3.105699, 0.8729437, 500, Works
0.6237212, 58.40598, 6.237212, 20, 99.37628, 62.37212, 3.118606, 0.8760897, 500, Works
0.6269885, 58.67087, 6.269885, 20, 99.37301, 62.69885, 3.134943, 0.8800631, 500, Works
0.6311193, 59.00489, 6.311193, 20, 99.36888, 63.11193, 3.155596, 0.8850733, 500, Works
0.6343579, 59.26605, 6.343579, 20, 99.36564, 63.43579, 3.17179, 0.8889908, 500, Works
0.6376093, 59.52762, 6.376093, 20, 99.36239, 63.76093, 3.188046, 0.8929143, 500, Works
0.6410656, 59.80498, 6.410656, 20, 99.35893, 64.10656, 3.205328, 0.8970747, 500, Works
0.6435737, 60.00581, 6.435737, 20, 99.35643, 64.35737, 3.217869, 0.9000871, 500, Works
0.6457676, 60.18116, 6.457676, 20, 99.35423, 64.57676, 3.228838, 0.9027175, 500, Works
0.6486005, 60.40717, 6.486005, 20, 99.3514, 64.86005, 3.243003, 0.9061076, 500, Works
0.6511586, 60.61084, 6.511586, 20, 99.34884, 65.11586, 3.255793, 0.9091625, 500, Works
0.6542115, 60.85337, 6.542115, 20, 99.34579, 65.42115, 3.271058, 0.9128006, 500, Works
0.656985, 61.07323, 6.56985, 20, 99.34302, 65.6985, 3.284925, 0.9160984, 500, Works
0.6594326, 61.26686, 6.594326, 20, 99.34057, 65.94327, 3.297163, 0.9190029, 500, Works
0.6620209, 61.47121, 6.620209, 20, 99.33798, 66.20209, 3.310104, 0.9220681, 500, Works
0.6646736, 61.68022, 6.646736, 20, 99.33533, 66.46735, 3.323368, 0.9252033, 500, Works
0.6670535, 61.86737, 6.670535, 20, 99.33295, 66.70535, 3.335267, 0.9280106, 500, Works
0.6698679, 62.08825, 6.698679, 20, 99.33013, 66.98679, 3.34934, 0.9313236, 500, Works
0.6724734, 62.29228, 6.724734, 20, 99.32753, 67.24734, 3.362367, 0.9343842, 500, Works
0.6756747, 62.5424, 6.756747, 20, 99.32433, 67.56747, 3.378374, 0.938136, 500, Works
0.6785014, 62.76271, 6.785014, 20, 99.3215, 67.85014, 3.392507, 0.9414406, 500, Works
0.6810203, 62.9586, 6.810203, 20, 99.31898, 68.10204, 3.405102, 0.9443791, 500, Works
0.6837074, 63.16715, 6.837074, 20, 99.31629, 68.37074, 3.418537, 0.9475073, 500, Works
0.6864141, 63.37675, 6.864141, 20, 99.31358, 68.64141, 3.432071, 0.9506512, 500, Works
0.6891697, 63.58966, 6.891697, 20, 99.31083, 68.91697, 3.445848, 0.9538449, 500, Works
0.6916941, 63.78428, 6.916941, 20, 99.3083, 69.16941, 3.45847, 0.9567642, 500, Works
0.6943267, 63.98681, 6.943267, 20, 99.30567, 69.43267, 3.471633, 0.9598022, 500, Works
0.69695, 64.18819, 6.9695, 20, 99.30305, 69.695, 3.48475, 0.9628229, 500, Works
0.6996371, 64.39401, 6.996371, 20, 99.30036, 69.96371, 3.498186, 0.9659101, 500, Works
0.7032986, 64.67371, 7.032986, 20, 99.2967, 70.32986, 3.516493, 0.9701056, 500, Works
0.7060072, 64.88006, 7.060072, 20, 99.29399, 70.60072, 3.530036, 0.9732009, 500, Works
0.7086061, 65.07761, 7.086061, 20, 99.2914, 70.8606, 3.54303, 0.976164, 500, Works
0.7109727, 65.25711, 7.109727, 20, 99.28902, 71.09727, 3.554863, 0.9788566, 500, Works
0.7134666, 65.44588, 7.134666, 20, 99.28653, 71.34666, 3.567333, 0.9816883, 500, Works
0.7161967, 65.65206, 7.161967, 20, 99.28381, 71.61967, 3.580984, 0.9847809, 500, Works
0.7200363, 65.9412, 7.200363, 20, 99.27996, 72.00363, 3.600182, 0.989118, 500, Works
0.7229939, 66.16325, 7.229939, 20, 99.27701, 72.29939, 3.614969, 0.9924488, 500, Works
0.7255904, 66.35773, 7.255904, 20, 99.27441, 72.55904, 3.627952, 0.9953659, 500, Works
0.7278091, 66.52354, 7.278091, 20, 99.27219, 72.78091, 3.639046, 0.9978532, 500, Works
0.730289, 66.7085, 7.30289, 20, 99.26971, 73.02891, 3.651445, 1.000628, 500, Works
0.7326201, 66.88198, 7.326201, 20, 99.26738, 73.26201, 3.663101, 1.00323, 500, Works
0.735624, 67.105, 7.35624, 20, 99.26437, 73.5624, 3.67812, 1.006575, 500, Works
0.7382677, 67.30077, 7.382677, 20, 99.26173, 73.82677, 3.691339, 1.009511, 500, Works
0.7413292, 67.52689, 7.413292, 20, 99.25867, 74.13292, 3.706646, 1.012903, 500, Works
0.7442295, 67.74052, 7.442295, 20, 99.25577, 74.42295, 3.721148, 1.016108, 500, Works
0.747084, 67.95023, 7.47084, 20, 99.25291, 74.7084, 3.73542, 1.019253, 500, Works
0.7496279, 68.13665, 7.49628, 20, 99.25037, 74.96279, 3.74814, 1.02205, 500, Works
0.7534814, 68.4182, 7.534814, 20, 99.24652, 75.34814, 3.767407, 1.026273, 500, Works
0.7558944, 68.59397, 7.558944, 20, 99.2441, 75.58944, 3.779472, 1.02891, 500, Works
0.7587433, 68.801, 7.587433, 20, 99.24126, 75.87434, 3.793717, 1.032015, 500, Works
0.7617673, 69.02014, 7.617673, 20, 99.23824, 76.17673, 3.808837, 1.035302, 500, Works
0.764486, 69.21661, 7.644859, 20, 99.23551, 76.44859, 3.82243, 1.038249, 500, Works
0.7671683, 69.40996, 7.671683, 20, 99.23283, 76.71683, 3.835841, 1.041149, 500, Works
0.7703711, 69.64016, 7.703711, 20, 99.22963, 77.03711, 3.851855, 1.044602, 500, Works
0.773073, 69.8338, 7.73073, 20, 99.22693, 77.3073, 3.865365, 1.047507, 500, Works
0.775436, 70.00275, 7.75436, 20, 99.22456, 77.5436, 3.87718, 1.050041, 500, Works
0.7780538, 70.18945, 7.780538, 20, 99.22195, 77.80537, 3.890269, 1.052842, 500, Works
0.7892956, 70.98573, 7.892956, 20, 99.2107, 78.92956, 3.946478, 1.064786, 500, Works
0.792349, 71.20046, 7.92349, 20, 99.20765, 79.2349, 3.961745, 1.068007, 500, Works
0.7949197, 71.38074, 7.949197, 20, 99.20508, 79.49197, 3.974598, 1.070711, 500, Works
0.7976785, 71.57368, 7.976785, 20, 99.20232, 79.76785, 3.988392, 1.073605, 500, Works
0.8000157, 71.7367, 8.000157, 20, 99.19998, 80.00157, 4.000079, 1.076051, 500, Works
0.8033125, 71.966, 8.033125, 20, 99.19669, 80.33125, 4.016562, 1.07949, 500, Works
0.8061863, 72.16523, 8.061863, 20, 99.19382, 80.61863, 4.030931, 1.082479, 500, Works
0.8085569, 72.32914, 8.085568, 20, 99.19144, 80.85568, 4.042784, 1.084937, 500, Works
0.8117861, 72.55175, 8.117861, 20, 99.18822, 81.1786, 4.05893, 1.088276, 500, Works
0.8143049, 72.72488, 8.143049, 20, 99.18569, 81.4305, 4.071525, 1.090873, 500, Works
0.816618, 72.88343, 8.16618, 20, 99.18338, 81.6618, 4.08309, 1.093251, 500, Works
0.8192031, 73.0602, 8.192032, 20, 99.18079, 81.92031, 4.096016, 1.095903, 500, Works
0.822113, 73.25858, 8.22113, 20, 99.17789, 82.2113, 4.110565, 1.098879, 500, Works
0.8245716, 73.4257, 8.245716, 20, 99.17543, 82.45716, 4.122858, 1.101386, 500, Works
0.8269384, 73.58617, 8.269384, 20, 99.17307, 82.69384, 4.134692, 1.103793, 500, Works
0.8292451, 73.74217, 8.292451, 20, 99.17075, 82.92451, 4.146225, 1.106133, 500, Works
0.8315743, 73.89928, 8.315742, 20, 99.16843, 83.15742, 4.157871, 1.108489, 500, Works
0.8341835, 74.07482, 8.341835, 20, 99.16582, 83.41834, 4.170918, 1.111122, 500, Works
0.8369575, 74.26089, 8.369575, 20, 99.16304, 83.69575, 4.184787, 1.113913, 500, Works
0.839115, 74.40521, 8.39115, 20, 99.16089, 83.9115, 4.195575, 1.116078, 500, Works
0.8417755, 74.5827, 8.417755, 20, 99.15823, 84.17755, 4.208878, 1.118741, 500, Works
0.8445266, 74.76569, 8.445267, 20, 99.15547, 84.45267, 4.222633, 1.121485, 500, Works
0.8469101, 74.92375, 8.469101, 20, 99.15309, 84.69101, 4.23455, 1.123856, 500, Works
0.8493372, 75.08427, 8.493372, 20, 99.15067, 84.93372, 4.246686, 1.126264, 500, Works
0.8519837, 75.25881, 8.519836, 20, 99.14802, 85.19836, 4.259918, 1.128882, 500, Works
0.8544162, 75.41877, 8.544162, 20, 99.14558, 85.44162, 4.272081, 1.131282, 500, Works
0.8568248, 75.57671, 8.568248, 20, 99.14317, 85.68248, 4.284124, 1.133651, 500, Works
0.8590682, 75.72343, 8.590682, 20, 99.14093, 85.90682, 4.295341, 1.135851, 500, Works
0.8614775, 75.88057, 8.614775, 20, 99.13852, 86.14775, 4.307387, 1.138209, 500, Works
0.8640005, 76.04465, 8.640005, 20, 99.136, 86.40005, 4.320003, 1.14067, 500, Works
0.8662036, 76.18754, 8.662036, 20, 99.1338, 86.62036, 4.331018, 1.142813, 500, Works
0.8688115, 76.3562, 8.688115, 20, 99.13119, 86.88115, 4.344058, 1.145343, 500, Works
0.8716964, 76.54218, 8.716964, 20, 99.1283, 87.16964, 4.358482, 1.148133, 500, Works
0.8744248, 76.71747, 8.744248, 20, 99.12557, 87.44248, 4.372124, 1.150762, 500, Works
0.8768167, 76.87067, 8.768167, 20, 99.12318, 87.68167, 4.384083, 1.15306, 500, Works
0.8789458, 77.00668, 8.789457, 20, 99.12106, 87.89458, 4.394729, 1.1551, 500, Works
0.8810528, 77.14092, 8.810528, 20, 99.11895, 88.10528, 4.405264, 1.157114, 500, Works
0.8833934, 77.28965, 8.833934, 20, 99.11661, 88.33934, 4.416967, 1.159345, 500, Works
0.8864903, 77.48579, 8.864902, 20, 99.11351, 88.64902, 4.432451, 1.162287, 500, Works
0.888795, 77.63127, 8.88795, 20, 99.11121, 88.87949, 4.443975, 1.164469, 500, Works
0.8909208, 77.7651, 8.909207, 20, 99.10908, 89.09208, 4.454604, 1.166476, 500, Works
0.8935022, 77.92713, 8.935021, 20, 99.1065, 89.35022, 4.467511, 1.168907, 500, Works
0.8957036, 78.0649, 8.957035, 20, 99.10429, 89.57036, 4.478518, 1.170973, 500, Works
0.8979695, 78.20631, 8.979695, 20, 99.10203, 89.79695, 4.489848, 1.173095, 500, Works
0.9005134, 78.36459, 9.005134, 20, 99.09949, 90.05134, 4.502567, 1.175469, 500, Works
0.9046069, 78.61823, 9.046069, 20, 99.09539, 90.46069, 4.523035, 1.179273, 500, Works
0.9070817, 78.77093, 9.070817, 20, 99.09292, 90.70818, 4.535408, 1.181564, 500, Works
0.9094453, 78.91632, 9.094454, 20, 99.09055, 90.94453, 4.547227, 1.183745, 500, Works
0.911796, 79.06047, 9.11796, 20, 99.0882, 91.1796, 4.55898, 1.185907, 500, Works
0.9143457, 79.21635, 9.143456, 20, 99.08566, 91.43457, 4.571728, 1.188245, 500, Works
0.9177397, 79.42302, 9.177397, 20, 99.08226, 91.77397, 4.588698, 1.191345, 500, Works
0.9207891, 79.60794, 9.207891, 20, 99.07921, 92.0789, 4.603945, 1.194119, 500, Works
0.9234976, 79.77157, 9.234976, 20, 99.0765, 92.34975, 4.617488, 1.196573, 500, Works
0.9263253, 79.94176, 9.263252, 20, 99.07368, 92.63252, 4.631626, 1.199126, 500, Works
0.9287962, 80.08997, 9.287962, 20, 99.07121, 92.87962, 4.643981, 1.201349, 500, Works
0.9315598, 80.25514, 9.315598, 20, 99.06844, 93.15598, 4.657799, 1.203827, 500, Works
0.9344689, 80.42836, 9.344689, 20, 99.06553, 93.44689, 4.672345, 1.206425, 500, Works
0.9381418, 80.64608, 9.381418, 20, 99.06186, 93.81418, 4.690709, 1.209691, 500, Works
0.9408676, 80.80695, 9.408676, 20, 99.05914, 94.08676, 4.704338, 1.212104, 500, Works
0.9440589, 80.99454, 9.440589, 20, 99.05594, 94.40589, 4.720294, 1.214918, 500, Works
0.9467277, 81.15077, 9.467277, 20, 99.05328, 94.67277, 4.733638, 1.217262, 500, Works
0.9492396, 81.29729, 9.492396, 20, 99.05076, 94.92396, 4.746198, 1.219459, 500, Works
0.9518921, 81.45147, 9.518921, 20, 99.04811, 95.18922, 4.75946, 1.221772, 500, Works
0.9544221, 81.59798, 9.544221, 20, 99.04558, 95.44221, 4.77211, 1.22397, 500, Works
0.9568405, 81.73755, 9.568405, 20, 99.04316, 95.68405, 4.784203, 1.226063, 500, Works
0.9592405, 81.87557, 9.592405, 20, 99.04076, 95.92405, 4.796203, 1.228134, 500, Works
0.9620281, 82.0353, 9.620281, 20, 99.03797, 96.20281, 4.810141, 1.23053, 500, Works
0.9651027, 82.21074, 9.651027, 20, 99.0349, 96.51027, 4.825513, 1.233161, 500, Works
0.9677166, 82.35928, 9.677166, 20, 99.03228, 96.77166, 4.838583, 1.235389, 500, Works
0.970356, 82.50869, 9.70356, 20, 99.02965, 97.0356, 4.85178, 1.23763, 500, Works
0.9728867, 82.65141, 9.728867, 20, 99.02711, 97.28867, 4.864433, 1.239771, 500, Works
0.9759453, 82.8232, 9.759453, 20, 99.02406, 97.59453, 4.879726, 1.242348, 500, Works
0.9783436, 82.95736, 9.783436, 20, 99.02166, 97.83436, 4.891718, 1.24436, 500, Works
0.9810851, 83.11013, 9.810851, 20, 99.01891, 98.10851, 4.905426, 1.246652, 500, Works
0.9838739, 83.2649, 9.838739, 20, 99.01613, 98.38739, 4.91937, 1.248973, 500, Works
0.9867931, 83.42621, 9.867931, 20, 99.01321, 98.67931, 4.933966, 1.251393, 500, Works
0.9896633, 83.58412, 9.896633, 20, 99.01034, 98.96633, 4.948317, 1.253762, 500, Works
0.9925972, 83.74483, 9.925972, 20, 99.0074, 99.25972, 4.962986, 1.256172, 500, Works
0.9953269, 83.89369, 9.953269, 20, 99.00468, 99.53269, 4.976635, 1.258405, 500, Works
0.9985054, 84.06625, 9.985054, 20, 99.0015, 99.85053, 4.992527, 1.260994, 500, Works
1.001212, 84.21251, 10.01212, 20, 98.99879, 100.1212, 5.006059, 1.263188, 500, Works
1.004304, 84.37885, 10.04304, 20, 98.9957, 100.4304, 5.021519, 1.265683, 500, Works
1.007087, 84.5279, 10.07087, 20, 98.99291, 100.7087, 5.035436, 1.267918, 500, Works
1.00987, 84.67625, 10.0987, 20, 98.99013, 100.987, 5.049348, 1.270144, 500, Works
1.01263, 84.82279, 10.1263, 20, 98.98737, 101.263, 5.063152, 1.272342, 500, Works
1.015344, 84.96619, 10.15344, 20, 98.98466, 101.5344, 5.076719, 1.274493, 500, Works
1.018229, 85.118, 10.18229, 20, 98.98177, 101.8229, 5.091147, 1.27677, 500, Works
1.021111, 85.2689, 10.21111, 20, 98.97889, 102.1111, 5.105555, 1.279033, 500, Works
1.024538, 85.4474, 10.24538, 20, 98.97546, 102.4538, 5.122688, 1.281711, 500, Works
1.027285, 85.58981, 10.27285, 20, 98.97272, 102.7285, 5.136424, 1.283847, 500, Works
1.030107, 85.73542, 10.30107, 20, 98.96989, 103.0107, 5.150537, 1.286031, 500, Works
1.032941, 85.88094, 10.32941, 20, 98.96706, 103.2941, 5.164705, 1.288214, 500, Works
1.036163, 86.04555, 10.36163, 20, 98.96384, 103.6163, 5.180815, 1.290683, 500, Works
1.038988, 86.18913, 10.38988, 20, 98.96101, 103.8988, 5.194938, 1.292837, 500, Works
1.041788, 86.33078, 10.41788, 20, 98.95821, 104.1788, 5.208938, 1.294962, 500, Works
1.044723, 86.47854, 10.44723, 20, 98.95528, 104.4723, 5.223614, 1.297178, 500, Works
1.047357, 86.6105, 10.47357, 20, 98.95264, 104.7357, 5.236784, 1.299158, 500, Works
1.050054, 86.74503, 10.50054, 20, 98.94994, 105.0054, 5.250272, 1.301175, 500, Works
1.053666, 86.92416, 10.53666, 20, 98.94633, 105.3666, 5.268331, 1.303862, 500, Works
1.056907, 87.08391, 10.56907, 20, 98.94309, 105.6907, 5.284534, 1.306259, 500, Works
1.059542, 87.21316, 10.59542, 20, 98.94046, 105.9542, 5.297711, 1.308197, 500, Works
1.062477, 87.35636, 10.62477, 20, 98.93752, 106.2477, 5.312383, 1.310345, 500, Works
1.06536, 87.49632, 10.6536, 20, 98.93464, 106.536, 5.326799, 1.312445, 500, Works
1.068413, 87.64374, 10.68413, 20, 98.93159, 106.8413, 5.342064, 1.314656, 500, Works
1.071234, 87.77924, 10.71234, 20, 98.92876, 107.1234, 5.356171, 1.316689, 500, Works
1.073566, 87.8907, 10.73566, 20, 98.92644, 107.3566, 5.36783, 1.318361, 500, Works
1.076085, 88.01056, 10.76085, 20, 98.92391, 107.6085, 5.380423, 1.320158, 500, Works
1.078509, 88.12543, 10.78509, 20, 98.92149, 107.8509, 5.392547, 1.321882, 500, Works
1.081198, 88.25219, 10.81198, 20, 98.9188, 108.1198, 5.405991, 1.323783, 500, Works
1.084601, 88.41171, 10.84601, 20, 98.9154, 108.4601, 5.423005, 1.326176, 500, Works
1.087561, 88.54962, 10.87561, 20, 98.91244, 108.7561, 5.437804, 1.328244, 500, Works
1.09006, 88.66547, 10.9006, 20, 98.90994, 109.006, 5.450301, 1.329982, 500, Works
1.092619, 88.78352, 10.92619, 20, 98.90738, 109.2619, 5.463097, 1.331753, 500, Works
1.09524, 88.90382, 10.9524, 20, 98.90476, 109.524, 5.476201, 1.333557, 500, Works
1.097789, 89.02022, 10.97789, 20, 98.90221, 109.7789, 5.488944, 1.335303, 500, Works
1.100543, 89.14536, 11.00543, 20, 98.89946, 110.0543, 5.502716, 1.33718, 500, Works
1.103508, 89.27929, 11.03508, 20, 98.89649, 110.3508, 5.517538, 1.339189, 500, Works
1.105955, 89.3893, 11.05956, 20, 98.89404, 110.5956, 5.529778, 1.340839, 500, Works
1.108689, 89.51149, 11.08689, 20, 98.89131, 110.8689, 5.543444, 1.342672, 500, Works
1.111239, 89.62488, 11.11239, 20, 98.88876, 111.1239, 5.556193, 1.344373, 500, Works
1.113972, 89.74578, 11.13972, 20, 98.88602, 111.3972, 5.56986, 1.346187, 500, Works
1.116896, 89.87439, 11.16896, 20, 98.8831, 111.6896, 5.584482, 1.348116, 500, Works
1.119778, 90.00036, 11.19778, 20, 98.88022, 111.9778, 5.598889, 1.350005, 500, Works
1.122084, 90.10065, 11.22084, 20, 98.87791, 112.2084, 5.610421, 1.35151, 500, Works
1.125468, 90.24693, 11.25468, 20, 98.87453, 112.5468, 5.627341, 1.353704, 500, Works
1.128265, 90.36705, 11.28265, 20, 98.87173, 112.8265, 5.641324, 1.355506, 500, Works
1.13165, 90.51147, 11.3165, 20, 98.86835, 113.165, 5.658248, 1.357672, 500, Works
1.134474, 90.6312, 11.34474, 20, 98.86552, 113.4474, 5.672369, 1.359468, 500, Works
1.137635, 90.76436, 11.37635, 20, 98.86237, 113.7635, 5.688177, 1.361465, 500, Works
1.140347, 90.87784, 11.40347, 20, 98.85965, 114.0347, 5.701735, 1.363168, 500, Works
1.143351, 91.00278, 11.43351, 20, 98.85665, 114.3351, 5.716757, 1.365042, 500, Works
1.14654, 91.1345, 11.4654, 20, 98.85346, 114.654, 5.732699, 1.367018, 500, Works
1.149356, 91.25006, 11.49356, 20, 98.85065, 114.9356, 5.746779, 1.368751, 500, Works
